web-scraper-order;Pages;pages;web-scraper-start-url;vetements_links;vetements_links-href;types_habits;prix;adresse;image_lien-src
1707677377-343;6;6;https://sn.coinafrique.com/categorie/vetements-enfants?page=6;favorite_border2années;https://sn.coinafrique.com/annonce/vetements-enfants/calecon-enfant-3347857;Caleçon enfant;Prix sur demande;Mermoz-Sacré Coeur, Dakar, Sénégal;https://images.coinafrique.com/thumb_3347857_uploaded_image1_1632316849.jpg
1707677391-344;6;6;https://sn.coinafrique.com/categorie/vetements-enfants?page=6;favorite_border2années;https://sn.coinafrique.com/annonce/vetements-enfants/short-de-friperie-3365562;Short de friperie;Prix sur demande;Colobane, Dakar, Sénégal;https://images.coinafrique.com/thumb_3365569_uploaded_image1_1633264344.jpg
1707677402-345;6;6;https://sn.coinafrique.com/categorie/vetements-enfants?page=6;favorite_border2années;https://sn.coinafrique.com/annonce/vetements-enfants/jeans-de-friperie-enfants-3365564;Jeans de friperie enfants;Prix sur demande;Colobane, Dakar, Sénégal;https://images.coinafrique.com/thumb_3365568_uploaded_image1_1633264290.jpg
1707677413-346;6;6;https://sn.coinafrique.com/categorie/vetements-enfants?page=6;favorite_border2années;https://sn.coinafrique.com/annonce/vetements-enfants/jeans-de-friperie-enfants-3365566;Jeans de friperie enfants;Prix sur demande;Colobane, Dakar, Sénégal;https://images.coinafrique.com/thumb_3365568_uploaded_image1_1633264290.jpg
1707677423-347;6;6;https://sn.coinafrique.com/categorie/vetements-enfants?page=6;favorite_border2années;https://sn.coinafrique.com/annonce/vetements-enfants/jeans-de-friperie-enfants-3365568;Jeans de friperie enfants;Prix sur demande;Colobane, Dakar, Sénégal;https://images.coinafrique.com/thumb_3365568_uploaded_image1_1633264290.jpg
1707677434-348;6;6;https://sn.coinafrique.com/categorie/vetements-enfants?page=6;favorite_border2années;https://sn.coinafrique.com/annonce/vetements-enfants/short-de-friperie-enfants-3365569;Short de friperie enfants;Prix sur demande;Colobane, Dakar, Sénégal;https://images.coinafrique.com/thumb_3365569_uploaded_image1_1633264344.jpg
1707677444-349;6;6;https://sn.coinafrique.com/categorie/vetements-enfants?page=6;favorite_border2années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3384909;Vêtements enfant;Prix sur demande;Ouakam, Dakar, Sénégal;https://images.coinafrique.com/thumb_3384909_uploaded_image1_1634171727.jpg
1707677456-350;6;6;https://sn.coinafrique.com/categorie/vetements-enfants?page=6;favorite_border2années;https://sn.coinafrique.com/annonce/vetements-enfants/grenouillere-bebe-3340897;Grenouillère bébé;Prix sur demande;HLM, Dakar, Sénégal;
1707677467-351;6;6;https://sn.coinafrique.com/categorie/vetements-enfants?page=6;favorite_border2années;https://sn.coinafrique.com/annonce/vetements-enfants/grenouillere-bebe-3340891;Grenouillère bébé;Prix sur demande;HLM, Dakar, Sénégal;
1707677479-352;6;6;https://sn.coinafrique.com/categorie/vetements-enfants?page=6;favorite_border2années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3395480;Vêtements enfants;2 000 CFA;HLM, Dakar, Sénégal;https://images.coinafrique.com/thumb_3774517_uploaded_image1_1657107012.jpg
1707677489-353;6;6;https://sn.coinafrique.com/categorie/vetements-enfants?page=6;favorite_border2années;https://sn.coinafrique.com/annonce/vetements-enfants/vetement-bebe-3395485;Vêtement bébé;1 000 CFA;HLM, Dakar, Sénégal;
