web-scraper-order;Pages;pages;web-scraper-start-url;vetements_links;vetements_links-href;types_habits;prix;adresse;image_lien-src
1707674410-20;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/grenouillere-enfants-2707354;Grenouillère enfants;6 000 CFA;HLM, Dakar, Sénégal;
1707674419-21;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-2710752;Vêtement Enfants;Prix sur demande;Yoff, Dakar, Sénégal;https://images.coinafrique.com/thumb_4511886_uploaded_image1_1703350307.jpg
1707674429-22;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2710755;Vêtements enfants;Prix sur demande;Yoff, Dakar, Sénégal;https://images.coinafrique.com/thumb_4511886_uploaded_image1_1703350307.jpg
1707674436-23;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-2710757;Vêtement Enfants;Prix sur demande;Yoff, Dakar, Sénégal;https://images.coinafrique.com/thumb_4511886_uploaded_image1_1703350307.jpg
1707674449-24;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-2710758;Vêtement Enfants;Prix sur demande;Yoff, Dakar, Sénégal;https://images.coinafrique.com/thumb_4511886_uploaded_image1_1703350307.jpg
1707674464-25;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-de-fete-2717833;Robe de fête;1 000 CFA;Guediawaye, Dakar, Sénégal;
1707674478-26;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-wax-enfant-2720039;Robe wax enfant;4 000 CFA;Yoff, Dakar, Sénégal;https://images.coinafrique.com/thumb_2720039_uploaded_image1_1603744479.jpg
1707674491-27;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2723988;Vêtements enfant;Prix sur demande;Grand Dakar, Dakar, Sénégal;https://images.coinafrique.com/thumb_3774517_uploaded_image1_1657107012.jpg
1707674502-28;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-jogging-2729083;Ensemble jogging;12 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_2729083_uploaded_image1_1604195337.jpg
1707674518-29;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-2731820;Vêtement Enfants;2 500 CFA;Mermoz-Sacré Coeur, Dakar, Sénégal;https://images.coinafrique.com/thumb_3198270_uploaded_image1_1625015464.jpg
1707674531-30;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-robe-bebe-2732121;Ensemble robe  bébé;5 500 CFA;Grand Yoff, Dakar, Sénégal;https://images.coinafrique.com/thumb_2732121_uploaded_image1_1604324288.jpg
1707674545-31;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetement-bebe-2732177;Vêtement bébé;2 000 CFA;Almadies, Dakar, Sénégal;
1707674552-32;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-pour-bebe-2732602;Robe pour bébé;4 000 CFA;HLM, Dakar, Sénégal;https://images.coinafrique.com/thumb_2732121_uploaded_image1_1604324288.jpg
1707674557-33;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-pour-bebe-2733550;Vêtements pour bébé;10 000 CFA;Dakar Plateau, Dakar, Sénégal;
1707674563-34;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2735012;Vêtements enfant;5 000 CFA;Sicap Liberté, Dakar, Sénégal;https://images.coinafrique.com/thumb_3774517_uploaded_image1_1657107012.jpg
1707674575-35;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-coton-100-2736363;Ensemble enfant coton 100%;12 000 CFA;Guediawaye, Dakar, Sénégal;https://images.coinafrique.com/thumb_3549957_uploaded_image1_1643796504.jpg
1707674581-36;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2738771;Vêtements enfants;Prix sur demande;Mermoz-Sacré Coeur, Dakar, Sénégal;https://images.coinafrique.com/thumb_3198270_uploaded_image1_1625015464.jpg
1707674588-37;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-vetement-enfants-2741144;Ensemble Vêtement Enfants;9 000 CFA;Parcelle Assainies, Dakar, Sénégal;https://images.coinafrique.com/thumb_3774517_uploaded_image1_1657107012.jpg
1707674596-38;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-2741154;Ensemble enfant;9 000 CFA;Parcelle Assainies, Dakar, Sénégal;https://images.coinafrique.com/thumb_4307424_uploaded_image1_1690281279.jpg
1707674601-39;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-5-pieces-2742301;Ensemble 5 pièces;12 000 CFA;HLM, Dakar, Sénégal;https://images.coinafrique.com/thumb_2742301_uploaded_image1_1604651637.jpg
1707674608-40;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/patibato-bebe-2742338;Patibato bébé;2 500 CFA;HLM, Dakar, Sénégal;
1707674615-41;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-2743223;Ensemble bébé;11 000 CFA;Grand Yoff, Dakar, Sénégal;https://images.coinafrique.com/thumb_2743223_uploaded_image1_1604671783.jpg
1707674622-42;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2746833;Vêtements enfant;5 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_3384909_uploaded_image1_1634171727.jpg
1707674629-43;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-2749797;Robe;5 000 CFA;Hann Bel-Air, Dakar, Sénégal;https://images.coinafrique.com/thumb_2749797_uploaded_image1_1604936502.jpg
1707674639-44;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-2750061;Ensemble enfants;Prix sur demande;Fass, Dakar, Sénégal;https://images.coinafrique.com/thumb_2750061_uploaded_image1_1604943103.jpg
1707674648-45;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/t-shirts-filles-2752944;T-shirts filles;Prix sur demande;Mermoz-Sacré Coeur, Dakar, Sénégal;https://images.coinafrique.com/thumb_2752944_uploaded_image1_1605040917.jpg
1707674655-46;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-jeans-enfant-2754003;Pantalon jeans enfant;4 000 CFA;HLM, Dakar, Sénégal;https://images.coinafrique.com/thumb_2754003_uploaded_image1_1605091024.jpg
1707674661-47;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-2754017;Vêtement enfant;4 900 CFA;HLM, Dakar, Sénégal;https://images.coinafrique.com/thumb_3774517_uploaded_image1_1657107012.jpg
1707674666-48;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-pour-fillette-2755628;Robe pour fillette;5 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_2772903_uploaded_image1_1605786106.jpg
1707674674-49;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-2755635;Robe fillette;5 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_2772903_uploaded_image1_1605786106.jpg
1707674680-50;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-2755638;Robe fillette;7 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_2772903_uploaded_image1_1605786106.jpg
1707674689-51;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-2755643;Robe fillette;7 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_2772903_uploaded_image1_1605786106.jpg
1707674696-52;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-2755646;Robe fillette;5 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_2772903_uploaded_image1_1605786106.jpg
1707674702-53;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-2756979;Ensemble enfant;23 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_4479762_uploaded_image1_1701402947.jpg
1707674710-54;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-2759100;Ensemble enfant;14 000 CFA;Grand Yoff, Dakar, Sénégal;https://images.coinafrique.com/thumb_3268417_uploaded_image1_1628359055.jpg
1707674720-55;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-2766396;Vêtement enfant;Prix sur demande;Colobane, Dakar, Sénégal;https://images.coinafrique.com/thumb_3774517_uploaded_image1_1657107012.jpg
1707674728-56;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2766569;Vêtements enfants;Prix sur demande;Hann Bel-Air, Dakar, Sénégal;https://images.coinafrique.com/thumb_3774517_uploaded_image1_1657107012.jpg
1707674739-57;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/slip-enfant-2768119;Slip enfant;5 000 CFA;Les Parcelles Assainies, Dakar, Sénégal;https://images.coinafrique.com/thumb_2768119_uploaded_image1_1605612678.jpg
1707674749-58;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-2772889;Robe fillette;5 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_2772903_uploaded_image1_1605786106.jpg
1707674758-59;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-2772893;Robe fillette;5 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_2772903_uploaded_image1_1605786106.jpg
1707674765-60;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-2772898;Robe fillette;5 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_2772903_uploaded_image1_1605786106.jpg
1707674770-61;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-2772900;Robe fillette;5 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_2772903_uploaded_image1_1605786106.jpg
1707674778-62;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-2772903;Robe fillette;5 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_2772903_uploaded_image1_1605786106.jpg
1707674800-63;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/blousons-enfants-2775614;Blousons enfants;6 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_3538747_uploaded_image1_1643124842.jpg
1707674806-64;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fillette-2780230;Ensemble fillette;6 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_2780240_uploaded_image1_1606073743.jpg
1707674820-65;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fillette-2780240;Ensemble fillette;6 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_2780240_uploaded_image1_1606073743.jpg
1707674831-66;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/t-shirt-fillette-2780244;T-shirt fillette;2 500 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_2780244_uploaded_image1_1606073840.jpg
1707674836-67;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/polo-lacoste-garcon-2780261;Polo Lacoste garçon;3 500 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_2780261_uploaded_image1_1606074235.jpg
1707674842-68;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-garcon-2780267;Pantalon garçon;6 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_2780267_uploaded_image1_1606074354.jpg
1707674847-69;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-jean-fille-2780272;Pantalon jean fille;5 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_2780272_uploaded_image1_1606074441.jpg
1707674859-70;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-2781742;Robes enfant;Prix sur demande;Sicap Liberté, Dakar, Sénégal;https://images.coinafrique.com/thumb_3308950_uploaded_image1_1630499428.jpg
1707674870-71;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/habits-enfants-2784428;Habits enfants;1 500 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_4370442_uploaded_image1_1694291640.jpg
1707674875-72;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2792590;Vêtements enfant;Prix sur demande;Patte d'oie, Dakar, Sénégal;https://images.coinafrique.com/thumb_3774517_uploaded_image1_1657107012.jpg
1707674880-73;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2793097;Vêtements enfants;5 000 CFA;HLM, Dakar, Sénégal;https://images.coinafrique.com/thumb_3774517_uploaded_image1_1657107012.jpg
1707674885-74;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-3-pieces-enfant-2796322;Ensemble 3 pièces  enfant;13 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_3895855_uploaded_image1_1664312610.jpg
1707674891-75;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-vetement-enfants-2796326;Ensemble vêtement enfants;13 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_3774517_uploaded_image1_1657107012.jpg
1707674898-76;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/tunique-enfants-2796561;Tunique enfants;12 000 CFA;Saint Louis, Sénégal;https://images.coinafrique.com/thumb_2796561_uploaded_image1_1606730811.jpg
1707674904-77;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-2798209;Ensemble bébé;20 000 CFA;HLM, Dakar, Sénégal;https://images.coinafrique.com/thumb_3396563_uploaded_image1_1634810875.jpg
1707674912-78;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfants-2798832;Ensemble pour enfants;13 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_4479762_uploaded_image1_1701402947.jpg
1707674918-79;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-blousons-enfant-2799534;Ensemble blousons enfant;Prix sur demande;Point E, Dakar, Sénégal;https://images.coinafrique.com/thumb_2799534_uploaded_image1_1606820694.jpg
1707674930-80;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/joggings-enfant-2801613;Joggings enfant;6 000 CFA;HLM, Dakar, Sénégal;https://images.coinafrique.com/thumb_2801613_uploaded_image1_1606862161.jpg
1707674937-81;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-2802858;Ensemble bébé;13 000 CFA;HLM, Dakar, Sénégal;https://images.coinafrique.com/thumb_3396563_uploaded_image1_1634810875.jpg
1707674944-82;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-2806845;Vêtements bébé;4 000 CFA;Tambacounda, Sénégal;
1707674952-83;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-2806856;Vêtements  bébé;4 000 CFA;Tambacounda, Sénégal;
1707674958-84;10;10;https://sn.coinafrique.com/categorie/vetements-enfants?page=10;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfants-2806857;Ensemble pour enfants;Prix sur demande;Grand Dakar, Dakar, Sénégal;https://images.coinafrique.com/thumb_2806857_uploaded_image1_1607019083.jpg
1707812033-782;11;11;https://sn.coinafrique.com/categorie/vetements-enfants?page=11;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-short-t-shirt-bebe-2537870;Ensemble short - t-shirt bébé;1 500 CFA;Dakar, Sénégal;
1707812040-783;11;11;https://sn.coinafrique.com/categorie/vetements-enfants?page=11;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-short-debardeur-bebe-2537884;Ensemble short - débardeur  bébé;2 000 CFA;Dakar, Sénégal;
1707812047-784;11;11;https://sn.coinafrique.com/categorie/vetements-enfants?page=11;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-short-lacoste-bebe-2537892;Ensemble short - lacoste bébé;4 000 CFA;Dakar, Sénégal;
1707812057-785;11;11;https://sn.coinafrique.com/categorie/vetements-enfants?page=11;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-short-t-shirt-bebe-2537901;Ensemble short - t-shirt bébé;1 500 CFA;Dakar, Sénégal;
1707812065-786;11;11;https://sn.coinafrique.com/categorie/vetements-enfants?page=11;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-short-t-shirt-bebe-2537913;Ensemble short - t-shirt bébé;1 500 CFA;Dakar, Sénégal;
1707812071-787;11;11;https://sn.coinafrique.com/categorie/vetements-enfants?page=11;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/body-bebe-debardeur-t-shirt-2537930;Body bébé - débardeur - t-shirt;2 000 CFA;Dakar, Sénégal;
1707812076-788;11;11;https://sn.coinafrique.com/categorie/vetements-enfants?page=11;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bas-robe-fille-2537979;Ensemble bas - robe fille;3 500 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_2537979_uploaded_image1_1597257740.jpg
1707812082-789;11;11;https://sn.coinafrique.com/categorie/vetements-enfants?page=11;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-chemise-short-fille-2538023;Ensemble chemise - short fille;6 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_2538023_uploaded_image1_1597258278.jpg
1707812087-790;11;11;https://sn.coinafrique.com/categorie/vetements-enfants?page=11;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/barboteuses-fille-garcon-2538073;Barboteuses fille - garçon;4 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_2538073_uploaded_image1_1597259159.jpg
1707812093-791;11;11;https://sn.coinafrique.com/categorie/vetements-enfants?page=11;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-2542568;Vêtements bébé;6 000 CFA;Yoff, Dakar, Sénégal;
1707812098-792;11;11;https://sn.coinafrique.com/categorie/vetements-enfants?page=11;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/calecon-enfant-2543074;Caleçon enfant;7 000 CFA;Patte d'Oie, Dakar, Sénégal;https://images.coinafrique.com/thumb_3774517_uploaded_image1_1657107012.jpg
1707812104-793;11;11;https://sn.coinafrique.com/categorie/vetements-enfants?page=11;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-2543140;Vêtement enfant;9 000 CFA;Ouakam, Dakar, Sénégal;https://images.coinafrique.com/thumb_3384909_uploaded_image1_1634171727.jpg
1707812110-794;11;11;https://sn.coinafrique.com/categorie/vetements-enfants?page=11;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-2543149;Vêtement enfant;9 000 CFA;Ouakam, Dakar, Sénégal;https://images.coinafrique.com/thumb_3384909_uploaded_image1_1634171727.jpg
1707812116-795;11;11;https://sn.coinafrique.com/categorie/vetements-enfants?page=11;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-2543160;Vêtement enfant;12 000 CFA;Ouakam, Dakar, Sénégal;https://images.coinafrique.com/thumb_3384909_uploaded_image1_1634171727.jpg
1707812123-796;11;11;https://sn.coinafrique.com/categorie/vetements-enfants?page=11;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-2543170;Vêtement enfant;12 000 CFA;Ouakam, Dakar, Sénégal;https://images.coinafrique.com/thumb_3384909_uploaded_image1_1634171727.jpg
1707812128-797;11;11;https://sn.coinafrique.com/categorie/vetements-enfants?page=11;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-coton-fille-2-pieces-2550779;Robe coton fille / 2 pièces;3 000 CFA;HLM, Dakar, Sénégal;https://images.coinafrique.com/thumb_2550779_uploaded_image1_1597672383.jpg
1707812134-798;11;11;https://sn.coinafrique.com/categorie/vetements-enfants?page=11;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-2550783;Ensemble bébé;Prix sur demande;HLM, Dakar, Sénégal;https://images.coinafrique.com/thumb_3396563_uploaded_image1_1634810875.jpg
1707812139-799;11;11;https://sn.coinafrique.com/categorie/vetements-enfants?page=11;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2554116;Vêtements enfants;10 000 CFA;Ouakam, Dakar, Sénégal;https://images.coinafrique.com/thumb_3384909_uploaded_image1_1634171727.jpg
1707812145-800;11;11;https://sn.coinafrique.com/categorie/vetements-enfants?page=11;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2554146;Vêtements enfants;12 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_3384909_uploaded_image1_1634171727.jpg
1707812151-801;11;11;https://sn.coinafrique.com/categorie/vetements-enfants?page=11;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2566079;Vêtements Enfant;5 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_3384909_uploaded_image1_1634171727.jpg
1707812156-802;11;11;https://sn.coinafrique.com/categorie/vetements-enfants?page=11;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2566343;Vêtements enfant;3 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_3384909_uploaded_image1_1634171727.jpg
1707812161-803;11;11;https://sn.coinafrique.com/categorie/vetements-enfants?page=11;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/ensembles-t-shirt-et-short-casquettes-2574025;Ensembles t-shirt & short casquettes;16 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_2574025_uploaded_image1_1598343777.jpg
1707812167-804;11;11;https://sn.coinafrique.com/categorie/vetements-enfants?page=11;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-jean-2576138;Pantalon Jean;6 000 CFA;Ngor, Dakar, Sénégal;https://images.coinafrique.com/thumb_2576138_uploaded_image1_1598386302.jpg
1707812172-805;11;11;https://sn.coinafrique.com/categorie/vetements-enfants?page=11;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/robe-bebe-2576480;Robe  bébé;3 500 CFA;Ouakam, Dakar, Sénégal;https://images.coinafrique.com/thumb_2732121_uploaded_image1_1604324288.jpg
1707812179-806;11;11;https://sn.coinafrique.com/categorie/vetements-enfants?page=11;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/chemise-2576496;Chemise;5 000 CFA;Ouakam, Dakar, Sénégal;https://images.coinafrique.com/thumb_2580779_uploaded_image1_1598550877.jpg
1707812185-807;11;11;https://sn.coinafrique.com/categorie/vetements-enfants?page=11;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/chaussettes-2579587;Chaussettes;750 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_3813301_uploaded_image1_1659543149.jpg
1707812190-808;11;11;https://sn.coinafrique.com/categorie/vetements-enfants?page=11;favorite_border3années;https://sn.coinafrique.com/annonce/vetements-enfants/chemise-2580779;Chemise;5 000 CFA;Ouakam, Dakar, Sénégal;https://images.coinafrique.com/thumb_2580779_uploaded_image1_1598550877.jpg
